benchmark,name,prover,encoding,expected,actual,match,time_s,error
ODRL024,isAnyOf-fr-de-isNoneOf-eE-compatible,vampire,tptp,Theorem,Theorem,True,0.070,
ODRL024,isAnyOf-fr-de-isNoneOf-eE-compatible,z3,smt2,unsat,unsat,True,0.071,
ODRL025,isAnyOf-de-fr-isNoneOf-wE-conflict,vampire,tptp,Theorem,Theorem,True,0.067,
ODRL025,isAnyOf-de-fr-isNoneOf-wE-conflict,z3,smt2,unsat,unsat,True,0.088,
ODRL030,isPartOf-germany-subsumes-isPartOf-europe,vampire,tptp,Theorem,Theorem,True,0.067,
ODRL030,isPartOf-germany-subsumes-isPartOf-europe,z3,smt2,unsat,unsat,True,0.072,
ODRL031,isPartOf-europe-not-subsumes-isPartOf-germany,vampire,tptp,CounterSatisfiable,Error,False,30.074,"% Time limit reached! 
% ------------------------------
% Version: Vampire 5.0.0 (Release build, commit 55c27f5 on 2025-09-09 16:15:20 +0100)
% Linked with Z3 4.14.0.0 3c47fd96cf5645d0c42b2c819d9e9a84380aa721 NOTFOUND
% Termination reason: Time limit
% Termination phase: Saturation

% Time elapsed: "
ODRL031,isPartOf-europe-not-subsumes-isPartOf-germany,z3,smt2,sat,sat,True,2.277,
ODRL032,eq-germany-subsumes-isPartOf-europe,vampire,tptp,Theorem,Theorem,True,0.065,
ODRL032,eq-germany-subsumes-isPartOf-europe,z3,smt2,unsat,unsat,True,0.069,
ODRL033,isA-isPartOf-tautological-equivalence,vampire,tptp,Theorem,Theorem,True,0.063,
ODRL033,isA-isPartOf-tautological-equivalence,z3,smt2,unsat,unsat,True,0.066,
ODRL034,eq-germany-subsumes-isPartOf-wE-redundancy,vampire,tptp,Theorem,Theorem,True,0.064,
ODRL034,eq-germany-subsumes-isPartOf-wE-redundancy,z3,smt2,unsat,unsat,True,0.065,
ODRL035,conflict-propagation-via-subsumption,vampire,tptp,Theorem,Theorem,True,0.067,
ODRL035,conflict-propagation-via-subsumption,z3,smt2,unsat,unsat,True,0.071,
ODRL036,isPartOf-germany-subsumes-neq-france,vampire,tptp,Theorem,Theorem,True,0.064,
ODRL036,isPartOf-germany-subsumes-neq-france,z3,smt2,unsat,unsat,True,0.072,
ODRL037,neq-germany-not-subsumes-isPartOf-wE,vampire,tptp,CounterSatisfiable,Theorem,False,0.066,
ODRL037,neq-germany-not-subsumes-isPartOf-wE,z3,smt2,sat,sat,True,2.719,
ODRL040,AND-compatible-spatial-and-purpose,vampire,tptp,Theorem,Theorem,True,0.078,
ODRL040,AND-compatible-spatial-and-purpose,z3,smt2,unsat,unsat,True,0.073,
ODRL041,AND-conflict-purpose-dimension,vampire,tptp,Theorem,Theorem,True,0.093,
ODRL041,AND-conflict-purpose-dimension,z3,smt2,unsat,unsat,True,0.076,
ODRL042,OR-compatible-purpose-saves-spatial-conflict,vampire,tptp,Theorem,Theorem,True,0.071,
ODRL042,OR-compatible-purpose-saves-spatial-conflict,z3,smt2,unsat,unsat,True,0.070,
ODRL043,OR-conflict-both-dimensions,vampire,tptp,Theorem,Theorem,True,0.095,
ODRL043,OR-conflict-both-dimensions,z3,smt2,unsat,unsat,True,0.073,
ODRL044,self-conflict-single-rule-contradictory,vampire,tptp,Theorem,Theorem,True,0.065,
ODRL044,self-conflict-single-rule-contradictory,z3,smt2,unsat,unsat,True,1.099,
ODRL045,XONE-compatible-purpose-only,vampire,tptp,Theorem,Theorem,True,0.082,
ODRL045,XONE-compatible-purpose-only,z3,smt2,unsat,unsat,True,0.071,
ODRL046,XONE-unknown-both-compatible,vampire,tptp,Theorem,Theorem,True,0.080,
ODRL046,XONE-unknown-both-compatible,z3,smt2,unsat,unsat,True,0.068,
ODRL047,XONE-conflict-both-dimensions,vampire,tptp,Theorem,Theorem,True,0.096,
ODRL047,XONE-conflict-both-dimensions,z3,smt2,unsat,unsat,True,0.074,
ODRL050,identity-isPartOf-europe,vampire,tptp,Theorem,Theorem,True,0.066,
ODRL050,identity-isPartOf-europe,z3,smt2,unsat,unsat,True,0.068,
ODRL051,hasPart-germany-eq-europe-compatible,vampire,tptp,Theorem,Theorem,True,0.065,
ODRL051,hasPart-germany-eq-europe-compatible,z3,smt2,unsat,unsat,True,0.068,
ODRL052,hasPart-germany-hasPart-france-common-ancestor,vampire,tptp,Theorem,Theorem,True,0.064,
ODRL052,hasPart-germany-hasPart-france-common-ancestor,z3,smt2,unsat,unsat,True,0.070,
ODRL053,hasPart-germany-hasPart-poland-cross-branch,vampire,tptp,Theorem,Theorem,True,0.068,
ODRL053,hasPart-germany-hasPart-poland-cross-branch,z3,smt2,unsat,unsat,True,0.072,
ODRL054,hasPart-europe-subsumes-hasPart-germany,vampire,tptp,Theorem,Theorem,True,0.068,
ODRL054,hasPart-europe-subsumes-hasPart-germany,z3,smt2,unsat,unsat,True,0.076,
ODRL055,hasPart-germany-not-subsumes-hasPart-europe,vampire,tptp,CounterSatisfiable,Theorem,False,0.067,
ODRL055,hasPart-germany-not-subsumes-hasPart-europe,z3,smt2,sat,sat,True,4.330,
